OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,NORAD_CAT_ID,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,decay_risk_flag,epoch_age_days,decay_risk_score
STARLINK-11510 [DTC],2025-004F,2026-07-15 23:43:49.714176,15.70871113,0.0003541,43.001,17.6544,256.4083,103.639,62516,8738,0.00094306791,0.00122545,0.0,True,1.5605192341898149,2.3284997004736727
STARLINK-11389 [DTC],2024-220D,2026-07-16 03:23:56.158080,15.70862339,8.113e-05,42.9978,348.9602,49.3898,310.704,62091,9515,0.00094265903,0.00122417,0.0,True,1.4076668741898148,2.327268050723534
STARLINK-11615 [DTC],2025-053K,2026-07-15 23:18:51.678144,15.70861292,0.00012822,43.0001,59.1034,289.3476,70.7252,63274,7784,0.0009410641,0.00122201,0.0,True,1.577857614189815,2.3224637190467874
STARLINK-11330 [DTC],2024-213D,2026-07-16 04:25:12.688896,15.69738976,0.0001414,53.1575,128.0575,79.4751,280.6426,62011,9509,0.00093966559,0.00114979,0.0,True,1.3651144341898147,2.3182510539810806
STARLINK-36911,2026-039Y,2026-07-14 23:59:07.260576,15.2760548,8.833e-05,42.9987,49.9635,279.1835,80.8917,68008,2117,0.00093824692,0.00025666,0.0,True,2.549899484189815,2.3139776619075407
STARLINK-11638 [DTC],2025-053E,2026-07-15 22:40:37.779744,15.70872682,0.0002001,43.0,58.8839,252.5365,107.5284,63269,7784,0.00093801,0.00121861,0.0,True,1.6044073641898147,2.313263999075407
STARLINK-11345 [DTC],2024-220F,2026-07-16 03:08:38.247072,15.7086113,9.752e-05,42.9996,348.8749,289.3532,70.723,62093,9515,0.00093775334,0.00121762,0.0,True,1.418290844189815,2.3124908743814365
STARLINK-11701 [DTC],2025-089K,2026-07-16 03:41:59.588160,15.70952138,0.00018846,42.9993,237.5413,263.3803,96.685,63760,7034,0.00093565045,0.00121961,0.0,True,1.3951271741898148,2.306156438989467
STARLINK-11563 [DTC],2025-035B,2026-07-15 10:27:53.684064,15.70847204,0.00027876,42.9987,325.188,284.2011,75.8547,63053,8120,0.00093562724,0.00121423,0.0,True,2.113251064189815,2.306086524611897
STARLINK-11397 [DTC],2025-008D,2026-07-15 23:07:53.912352,15.70854369,0.00018694,43.0014,72.5027,255.131,104.935,62590,8740,0.00093557079,0.00121442,0.0,True,1.585470644189815,2.30591648296546
STARLINK-11629 [DTC],2025-039A,2026-07-16 00:51:48.567456,15.7092012,0.00020823,43.0012,182.9838,252.0745,107.9895,63104,7980,0.00093540037,0.00121763,0.0,True,1.5133102841898147,2.3054031349161086
STARLINK-11666 [DTC],2025-085D,2026-07-16 02:29:04.647264,15.70921021,0.00016455,42.9999,224.7716,264.4069,95.6611,63667,7034,0.00093538541,0.00121762,0.0,True,1.445763064189815,2.305358071620614
STARLINK-32704,2025-018W,2026-07-15 20:57:01.315296,15.45210948,0.0004922,53.1517,69.2277,119.236,240.914,62826,8286,0.00093346,0.00044885,0.0,True,1.6763571841898148,2.299558250779745
STARLINK-11457 [DTC],2025-027N,2026-07-16 07:17:59.430048,15.70864654,0.00019196,43.0003,292.0771,282.5192,77.5461,62919,8338,0.00093286804,0.00121138,0.0,True,1.2451290041898146,2.297775117865218
STARLINK-11663 [DTC],2025-085E,2026-07-16 02:21:25.915104,15.70951808,0.00015454,42.9968,224.7239,207.0089,153.0699,63668,7044,0.00093064141,0.00121293,0.0,True,1.451072464189815,2.2910679463646533
STARLINK-11541 [DTC],2025-032L,2026-07-15 23:29:56.172768,15.7083914,0.00044413,43.0,141.7624,296.3932,63.6479,63015,8240,0.00092993304,0.00120663,0.0,True,1.5701667041898149,2.2889341571514232
STARLINK-1039,2019-074AH,2026-07-15 15:54:20.647008,15.31264014,0.00013212,53.0615,342.4512,183.1136,176.9856,44744,36790,0.00092856358,0.00028171,0.0,True,1.8865501041898147,2.2848089980171427
STARLINK-11726 [DTC],2025-107D,2026-07-16 06:44:33.541728,15.70882914,0.00015752,43.0006,42.993,266.7815,93.2872,64067,6752,0.00092578317,0.00120293,0.0,True,1.2683453041898147,2.276433701397639
STARLINK-11528 [DTC],2025-004L,2026-07-15 20:48:21.748032,15.7092168,0.0002934,43.0023,18.4587,266.6717,93.3815,62521,8736,0.00092405,0.00120276,0.0,True,1.6823706941898147,2.271212955952894
STARLINK-11406 [DTC],2025-035F,2026-07-15 18:13:19.868736,15.70895772,0.00034689,43.0037,323.3153,287.0603,72.9884,63057,8124,0.000923021,0.00120016,0.0,True,1.7900313341898146,2.2681133482614135
STARLINK-11511 [DTC],2024-254G,2026-07-16 06:30:48.225600,15.70894951,0.00025611,43.001,167.9465,267.0603,92.9971,62468,8962,0.00092188286,0.00119847,0.0,True,1.2778975741898149,2.2646849833459797
STARLINK-35677,2025-244Q,2026-07-15 10:56:14.363520,15.34396715,7.439e-05,53.1592,354.8525,66.287,293.8211,66220,4124,0.00091903773,0.00030799,0.0,True,2.093567274189815,2.2561147337529164
STARLINK-11728 [DTC],2025-124G,2026-07-15 18:40:34.348512,15.70855557,9.583e-05,42.9986,336.7591,293.2441,66.8325,64323,6298,0.00091639878,0.0011891,0.0,True,1.7711137441898148,2.248165550354052
STARLINK-11736 [DTC],2025-124A,2026-07-15 18:17:49.047072,15.70865074,0.00021766,43.0016,337.5297,280.5852,79.477,64317,6297,0.00091394998,0.00118641,0.0,True,1.7869158441898148,2.2407891467438503
STARLINK-11518 [DTC],2024-254A,2026-07-16 07:09:02.157696,15.70856495,0.00018078,43.002,168.1634,267.8012,92.2649,62462,8963,0.00091281157,0.00118444,0.0,True,1.2513474341898148,2.237359968520276
STARLINK-37035,2026-050P,2026-07-16 05:22:33.002112,15.34454762,0.00014545,53.1579,27.5033,93.32,266.7969,68180,2039,0.00091211659,0.00030621,0.0,True,1.3252959941898148,2.2352665133663154
STARLINK-34067,2025-110V,2026-07-16 06:00:05.249664,15.36008829,0.00025719,53.1609,147.6423,87.4129,272.7169,64115,6559,0.00091093434,0.00032157,0.0,True,1.2992283141898149,2.231705277998723
STARLINK-11380 [DTC],2024-220M,2026-07-15 20:16:31.238400,15.70867612,0.0001434,42.9997,350.1506,276.8058,83.2646,62099,9511,0.0009092,0.00118021,0.0,True,1.7044830741898147,2.2264810082187014
STARLINK-11498 [DTC],2024-237K,2026-07-15 21:06:42.115104,15.70895688,0.0001923,43.0003,3.8847,265.001,95.0638,62276,9321,0.00090851,0.00118074,0.0,True,1.6696349641898147,2.224402554081557
STARLINK-11258 [DTC],2025-008M,2026-07-16 01:17:41.096832,15.70870206,0.00016687,43.0007,72.3343,274.5132,85.5545,62598,8747,0.00090828808,0.00117914,0.0,True,1.4953411941898147,2.223734075035014
STARLINK-11644 [DTC],2025-085J,2026-07-16 03:22:24.984480,15.70828167,0.00042914,42.9995,224.1732,297.9526,62.0907,63672,7044,0.00090802182,0.00117709,0.0,True,1.408722124189815,2.2229320327182656
STARLINK-11721 [DTC],2025-111E,2026-07-16 06:12:33.408864,15.70962797,0.00019851,42.9994,278.5252,305.7378,54.3305,64127,6686,0.00090681642,0.00118189,0.0,True,1.2905690641898149,2.219301063708246
STARLINK-11418 [DTC],2025-035G,2026-07-15 17:27:38.839104,15.70864063,0.00019704,43.0002,323.9549,281.8119,78.2527,63058,8123,0.00090302711,0.0011719,0.0,True,1.821756214189815,2.207886705669953
STARLINK-11652 [DTC],2025-057J,2026-07-15 01:59:37.824288,15.70940626,0.00022979,42.9996,216.6135,280.9599,79.1011,63315,7724,0.00090131561,0.00117351,0.0,True,2.4662124041898146,2.202731235734123
STARLINK-11667 [DTC],2025-075C,2026-07-16 02:42:49.607424,15.70897982,0.00018189,43.0002,99.9481,270.109,89.9569,63550,7344,0.00089939833,0.00116879,0.0,True,1.4362149141898148,2.196955904505045
STARLINK-11536 [DTC],2025-006K,2026-07-15 23:58:07.385376,15.70858442,0.00018415,43.0026,86.3508,280.8985,79.1675,62563,8678,0.00089872405,0.00116592,0.0,True,1.5505924841898149,2.1949248029751987
STARLINK-6197,2023-078A,2026-07-15 22:33:33.549696,15.22043211,0.0005647,69.9889,15.4748,285.3798,74.6749,56767,17203,0.00089833,0.00020537,0.0,True,1.6093174341898147,2.193737824927747
STARLINK-32600,2024-225R,2026-07-16 06:42:29.935296,14.98361569,0.00038899,70.0,190.3408,263.5822,96.4894,62178,8938,0.00089812406,0.00010649,0.0,True,1.2697759341898147,2.193117481674119
STARLINK-11589 [DTC],2025-057E,2026-07-16 07:45:08.273088,15.70834442,8.684e-05,43.0006,209.5882,215.0322,145.0488,63311,7740,0.00089756915,0.00116317,0.0,True,1.226276654189815,2.191445952709999
STARLINK-11671 [DTC],2025-124C,2026-07-15 16:00:23.156352,15.70860219,0.00033586,43.0032,337.6543,275.0045,85.0439,64319,6296,0.00089701456,0.00116395,0.0,True,1.8823543941898149,2.1897753876666384
STARLINK-31460,2024-036L,2026-07-16 04:17:49.187328,15.30364545,0.00020061,53.1596,201.4464,116.3581,243.7626,59008,13499,0.00089696254,0.00026437,0.0,True,1.370247554189815,2.1896186902982118
STARLINK-2469,2021-027AN,2026-07-16 01:43:44.611968,15.30230125,0.00050706,53.1005,229.6867,6.5838,353.5228,48128,29297,0.00089649321,0.00026319,0.0,True,1.477244954189815,2.1882049498921456
STARLINK-30198,2023-096A,2026-07-16 02:31:17.734368,15.27579601,0.0007818,42.9817,222.4006,67.2016,292.9661,57290,16720,0.00089437198,0.00024449,0.0,True,1.4442227041898148,2.1818152697916604
STARLINK-1821,2020-073BA,2026-07-15 21:37:48.305856,15.56992112,0.0004597,53.0424,334.0118,291.7269,68.3252,46718,31719,0.00089264,0.00065659,0.0,True,1.6480355341898147,2.1765981089272386
STARLINK-37540,2026-097V,2026-07-16 01:47:36.872448,15.3348994,0.00018966,97.2854,32.1817,87.1039,273.042,68914,1191,0.00089237189,0.00028886,0.0,True,1.4745567541898148,2.1757904939436017
STARLINK-36982,2026-055S,2026-07-16 01:50:31.341696,15.34424209,0.00012722,53.1591,80.3686,80.6004,279.5143,68278,1962,0.00089221464,0.00029912,0.0,True,1.4725374341898148,2.1753168172579986
STARLINK-11696 [DTC],2025-124H,2026-07-15 09:46:29.922528,15.70937501,0.00042376,42.9996,339.143,140.5742,219.5434,64324,6292,0.00089034573,0.00115915,0.0,True,2.1419983041898147,2.1696871886761864
STARLINK-11740 [DTC],2025-127N,2026-07-16 05:46:43.843872,15.70857261,7.119e-05,43.0012,29.3553,311.2836,48.7971,64382,6372,0.00088996231,0.00115426,0.0,True,1.308503844189815,2.168532230871456
STARLINK-11419 [DTC],2025-024E,2026-07-16 04:07:53.514624,15.70859726,0.00017245,43.0017,127.0001,266.7089,93.3582,62883,8367,0.00088907031,0.00115323,0.0,True,1.377141914189815,2.1658453017550316
STARLINK-1362,2020-025H,2026-07-15 09:36:47.649600,15.40593697,0.0005296,53.1535,223.4037,351.061,9.0301,45538,34479,0.0008889437,0.00036502,0.0,True,2.1487375741898145,2.1654639204821278
STARLINK-3137,2021-104AT,2026-07-15 12:46:37.992288,15.53659429,0.00026065,53.2144,317.4384,338.086,22.004,49449,25875,0.00088794943,0.00057651,0.0,True,2.016904904189815,2.1624689283155503
STARLINK-11739 [DTC],2025-127E,2026-07-15 22:01:16.860000,15.70931531,0.0001996,42.9978,31.2362,278.6446,81.4196,64374,6367,0.00088662,0.00115355,0.0,True,1.6317328241898148,2.1584643496437477
STARLINK-11499 [DTC],2024-237N,2026-07-15 20:45:16.865856,15.70875158,0.0001991,43.0012,4.659,277.2091,82.855,62279,9313,0.00088652,0.00115064,0.0,True,1.6845105341898148,2.1581631244064807
STARLINK-11514 [DTC],2025-004D,2026-07-16 05:13:10.743744,15.70858072,7.173e-05,42.998,15.9173,33.1367,326.9546,62514,8742,0.00088538263,0.00114825,0.0,True,1.3318036141898149,2.1547370789253737
STARLINK-32854,2025-018L,2026-07-16 01:36:06.227136,15.34420582,0.00014583,53.16,72.582,85.1633,274.9536,62816,8282,0.00088454145,0.00029647,0.0,True,1.4825503341898147,2.1522032324745286
STARLINK-2361,2021-021AT,2026-07-15 22:13:33.553920,15.41504072,0.0002366,53.1557,14.7795,113.3626,246.7629,47901,29612,0.00088416,0.00037419,0.0,True,1.623206274189815,2.151054208806973
STARLINK-35403,2025-235Z,2026-07-15 17:49:32.160576,15.31729482,0.00013663,53.1604,9.2863,77.0917,283.0237,66081,4254,0.00088322308,0.00027167,0.0,True,1.8065557341898149,2.1482319693139678
STARLINK-11393 [DTC],2024-213J,2026-07-16 06:25:00.132096,15.69737694,0.00015077,53.1591,127.1352,72.1243,287.9939,62016,9511,0.00088226314,0.0010782,0.0,True,1.281926434189815,2.1453403877713444
STARLINK-11437 [DTC],2025-024F,2026-07-16 04:23:10.900320,15.70865216,0.00020751,43.0021,127.0852,266.271,93.7921,62884,8367,0.00088083703,0.00114265,0.0,True,1.366524024189815,2.141044584540152
STARLINK-11495 [DTC],2024-237J,2026-07-16 04:21:46.735488,15.70849765,7.827e-05,42.9998,2.7385,342.6884,17.3957,62275,9320,0.00088082326,0.00114183,0.0,True,1.3674981541898148,2.1410031058249803
STARLINK-1281,2020-019L,2026-07-15 12:08:03.471072,15.38107291,0.00018475,53.1557,288.8892,313.2986,46.7864,45370,34936,0.00087925405,0.00033225,0.0,True,2.043693344189815,2.136276249279258
STARLINK-30861,2023-171A,2026-07-16 06:28:27.312384,15.33269268,0.00099609,42.9907,278.6214,0.1553,359.9302,58230,14940,0.00087921827,0.00028741,0.0,True,1.2795285141898147,2.136168470889364
STARLINK-11634 [DTC],2025-085K,2026-07-15 02:49:48.845280,15.70903412,0.00013245,42.9993,230.2613,247.2858,112.787,63673,7028,0.00087772349,0.00114036,0.0,True,2.431362624189815,2.13166581628774
STARLINK-11694 [DTC],2025-119L,2026-07-16 05:39:58.954464,15.78318814,0.00058182,42.9916,153.1848,169.2866,190.8129,64243,6547,0.00087669541,0.0015832,0.0,True,1.3131900641898147,2.1285689798684424
STARLINK-36913,2026-040S,2026-07-16 07:11:43.135584,15.33473837,0.00016489,97.2836,145.5857,94.944,265.1991,68031,2117,0.00087548541,0.00028321,0.0,True,1.2494842641898147,2.124924154497508
STARLINK-11598 [DTC],2025-039K,2026-07-15 23:50:50.420832,15.70866147,0.00013455,42.9994,183.5319,282.0212,78.0505,63113,7979,0.00087490056,0.00113482,0.0,True,1.5556499441898146,2.1231624386973507
STARLINK-35847,2025-271E,2026-07-16 03:53:56.924160,15.30231123,0.00010998,53.1577,263.3797,110.1045,250.0074,66621,3723,0.00087446419,0.00025654,0.0,True,1.3868246741898147,2.1218479821294878
STARLINK-1522,2020-055A,2026-07-15 12:32:50.841888,15.14654009,0.00012827,53.0605,267.7699,64.4068,295.7058,46027,32822,0.00087210186,0.00016048,0.0,True,2.026478404189815,2.114732047981951
STARLINK-34975,2025-176AC,2026-07-15 11:18:57.546432,15.34395918,0.00010178,53.158,277.1212,128.3546,231.7548,65224,5271,0.00087160784,0.00029183,0.0,True,2.0777896941898146,2.1132439350648036
STARLINK-1226,2020-012BD,2026-07-16 01:16:07.398624,15.48216822,0.00049241,53.1525,112.6571,58.8406,301.3085,45229,35520,0.00087108941,0.00046478,0.0,True,1.4964256641898148,2.111682293067238
STARLINK-11688 [DTC],2025-089F,2026-07-16 04:20:13.292160,15.70824067,0.00045379,42.9986,237.7568,299.6344,60.4071,63756,7023,0.00087093882,0.00112803,0.0,True,1.3685796741898149,2.1112286779824374
STARLINK-11689 [DTC],2025-119J,2026-07-16 05:55:52.491648,15.70851723,0.00016951,43.0015,154.1954,272.9112,87.1562,64241,6546,0.0008664485,0.00112298,0.0,True,1.3021537541898147,2.0977027009083766
STARLINK-11512 [DTC],2025-004G,2026-07-16 04:41:16.264032,15.70850162,0.00020554,42.9996,15.7366,271.9197,88.1435,62517,8742,0.00086557602,0.00112178,0.0,True,1.3539619441898147,2.0950745709582677
STARLINK-11707 [DTC],2025-124M,2026-07-15 20:42:41.846112,15.70932771,0.0004667,43.0019,336.5456,273.0955,86.9379,64328,6299,0.0008651,0.00112558,0.0,True,1.6863047441898147,2.0936406785838275
STARLINK-11508 [DTC],2025-004E,2026-07-16 05:04:13.124064,15.70854942,6.729e-05,42.9988,15.8661,315.4849,44.5964,62515,8742,0.00086451281,0.00112056,0.0,True,1.3380260641898147,2.091871914113118
STARLINK-11653 [DTC],2025-053C,2026-07-15 15:56:21.722784,15.70931134,0.00017265,42.9997,61.1017,272.015,88.052,63267,7779,0.00086423753,0.00112387,0.0,True,1.8851487641898148,2.0910427012799686
STARLINK-11742 [DTC],2025-127H,2026-07-15 23:02:27.701376,15.70790684,0.00019795,43.0003,31.574,265.125,94.9391,64377,6367,0.0008640036,0.00111687,0.0,True,1.5892462341898148,2.090338045082429
STARLINK-34230,2025-111Q,2026-07-16 05:05:00.888576,16.09656642,0.00243918,42.9768,17.0553,301.4671,58.3827,64137,6574,0.0008626648,0.00864688,0.00041971194,True,1.3374732341898148,2.0863052416058947
STARLINK-1184,2020-006BG,2026-07-15 19:14:27.184128,15.15918313,0.00042594,53.0523,24.2173,144.8807,215.2468,45098,35643,0.00086241764,0.00016455,0.0,True,1.7475855541898149,2.085560733309465
STARLINK-6240,2023-088AN,2026-07-16 01:11:36.067200,15.27750829,0.0001957,42.9916,91.0369,290.2863,69.7778,57084,17013,0.00086216743,0.00023664,0.0,True,1.499566074189815,2.084807037643298
STARLINK-11529 [DTC],2025-008N,2026-07-16 01:25:19.482528,15.70873631,0.00024306,43.0018,72.3755,262.2612,97.7979,62599,8748,0.00086146852,0.00111752,0.0,True,1.4900358041898147,2.0827017443375135
STARLINK-11642 [DTC],2025-048F,2026-07-16 05:07:10.703712,15.70950763,0.00017544,42.9966,265.2832,156.0249,204.07,63188,7873,0.000861225,0.00112083,0.0,True,1.3359707441898148,2.08196820063972
STARLINK-11577 [DTC],2025-032J,2026-07-16 06:14:23.758944,15.7085944,0.00019223,43.0011,140.4453,257.946,102.1192,63013,8243,0.0008610431,0.00111623,0.0,True,1.2892918641898148,2.081420271933131
STARLINK-1153,2020-006AN,2026-07-15 17:48:09.177696,15.40884331,0.00036639,53.1565,18.5167,71.2654,288.8749,45080,35654,0.00086092653,0.00035672,0.0,True,1.8075161841898146,2.0810691336740486
STARLINK-1020,2019-074N,2026-07-15 17:11:05.343648,15.59996239,0.00045024,53.1561,314.5042,281.9369,78.114,44725,36830,0.00085999127,0.0007091,0.0,True,1.833255004189815,2.0782518945199824
STARLINK-11702 [DTC],2025-089B,2026-07-16 02:41:01.026816,15.70943566,9.35e-05,42.9988,238.0992,170.7777,189.3108,63752,7033,0.0008579072,0.00111606,0.0,True,1.4374716341898148,2.0719741497176667
STARLINK-11668 [DTC],2025-075K,2026-07-15 23:47:22.145856,15.70861478,0.0002291,43.001,100.7524,271.6308,88.4298,63557,7342,0.00085717299,0.00111126,0.0,True,1.5580605341898148,2.069762523903126
STARLINK-11534 [DTC],2025-006B,2026-07-16 01:14:23.750592,15.70864505,0.00017764,43.0006,85.8875,292.7246,67.3433,62555,8679,0.00085544443,0.00110908,0.0,True,1.4976252941898147,2.0645556649418184
STARLINK-11737 [DTC],2025-107C,2026-07-16 06:59:50.323488,15.70975258,0.00016321,43.0041,43.079,298.2863,61.784,64066,6752,0.00085454906,0.00111313,0.0,True,1.2577344041898149,2.0618585845348987
STARLINK-35121,2025-216D,2026-07-15 23:42:03.229632,15.34395454,0.00012829,53.1613,96.4615,89.9955,270.1195,65737,4619,0.00085343563,0.00028564,0.0,True,1.5617516941898146,2.058504652375593
STARLINK-11748 [DTC],2025-127D,2026-07-15 21:55:07.467168,15.7092622,0.0003527,43.0021,32.0918,253.8392,106.2087,64373,6366,0.00085307,0.00110908,0.0,True,1.6360082041898147,2.0574032825405735
STARLINK-11487 [DTC],2024-237M,2026-07-15 20:28:41.106720,15.70920627,0.0001168,42.9996,4.5654,281.2715,78.8021,62278,9320,0.00085037,0.001105,0.0,True,1.6960355241898148,2.0492702011343567
